id,text 
1397503626805874690,"RT @POETHETHTAR2: Young people in Pyin Oo Lwin protest against the military dictatorship &amp; staged a guerrilla strike. 

#May26Coup
#Auspice…"
1397503610481692673,"RT @Eunna_Berry: Today’s powerful crowds at Monywa. Nothing can destroy Power of Civilians. We fight for Democracy and Justice.
#May26Coup…"
1397499863831519236,"#AuspiceRefugees
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/R5h4nNZmEb"
1397499676195127296,"Anti- Coup Motorcycles Strike marched on the Sagaing-Mandalay Highway 84 in #Mandalay.
#WhatsHappeningInMyanmar… https://t.co/8FpQ2n00VD"
1397499310128857091,"RT @Griffin_Spiegel: Junta terrorists abducted U Kyaw Thura and Daw Mar Mar Aye, two clerks from #Pyay's Hpa Yar Gyi Irrigation Department,…"
1397495540405837825,Residents in Win Ye Tsp (Kyainseikgyi Township) Dooplaya District staged a protest strike against Military Slavery… https://t.co/6PQZsBA69u
1397495079053316099,RT @TostevinM: Rain or sun. People are out again in Myanmar today to protest against military rule #WhatsHappeningInMyanmar https://t.co/iq…
1397494583743762440,"RT @POETHETHTAR2: Students in Panglong Tsp, Southern Shan State  #OpposeSlaveryEducation. 

#May26Coup
#AuspiceRefugees
#WhatsHappeningInMy…"
1397493603019104265,RT @IrrawaddyNews: Junta troops on Wednesday morning arrested the owner of a tea shop in Tanintharyi’s #Dawei  where an anti-regime protest…
1397491512745742337,"RT @ppkx26: Anti-military strike with red umbrellas by a group of young people in Dagon Myothit (North) today. 
#May26Coup
#AuspiceRefugees…"
1397491484190859267,"RT @MilkTeaMM_MTAM: Residents in #Kyaukme protested on motorbikes against military dictatorship on May 26.
#May26Coup
#WhatsHappeningInMyan…"
1397491377420656643,"""Unity is Strength"" Campaign by youths from Bago. 
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/zM9x1Gbwhb"
1397490840621092870,"Motorcycles marching strike by residents in NyaungOo. 
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/Z9zKSjIZyp"
1397489421696438273,"#AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/JI4nxwdoas"
1397489250858196995,"RT @BunnyPhyoe: Over 10,000 refugees from Kani Tsp are fleeing to the forest &amp; urgently in need of humanitarian aid. Junta is continuously…"
1397489226027995139,"RT @Eunna_Berry: Marching strike with motorcycles that against the coup in Monywa, Sagaing.
#May26Coup #AuspiceRefugees
#WhatsHappeningInMy…"
1397489198462951424,"RT @Eunna_Berry: Strike at home that against the military dictatorship by residents in SanChaung Township, Yangon.
#May26Coup #AuspiceRefug…"
1397489168318533640,"RT @Eunna_Berry: Dawei Coalition Strike march today to protest against the military dictatorship.
#May26Coup #AuspiceRefugees
#WhatsHappeni…"
1397489143484084229,RT @Eunna_Berry: Four people who are sitting in a tea shop were beaten and arrested by the military terrorists and they robbed of liquor bo…
1397465013552521217,"RT @media_chin: CCTV footages showed the junta troops looting civilians houses in Mindat, Chin State. Locals said troops in armored vests h…"
1397464920136900613,"RT @Eunna_Berry: Protestors in Taunggyi,Shan State burning the flag of China as country has been supporting Min Aung Hlaing-led military te…"
1397464739995783172,"RT @spring21MM: (1/3)
On May 25,#Kunhlar Village, #Chaungsone Tsp, Mon State,
-Military terrorists came to abduct an NLD member, U Nay Lin…"
1397463745362681857,RT @sfys_nn: Fighting between regime troops &amp; Karenni PDF in #Kayah has been going on since last week. Both sides have sustained casualties…
1397463514214658049,Paper strike by residents in Hsipaw  protest against the Military Slavery Education system today.… https://t.co/ecQd167f1h
1397462377872822272,"Local residents in Kawkareik Township, Kayin State marched in honor of employees who are still taking part in Civil… https://t.co/2BU7TEk27P"
1397461359793639426,"In Taunggyi, Southern Shan State, youths burnt #china flag today (May 26) in protest of China's support to MAL's Te… https://t.co/YjpZSDeqCT"
1397451634385424385,"RT @Reaproy: To put it bluntly: @ASEAN trying to gut UN General Assembly resolution's call for arms embargo against #Myanmar, which is abso…"
1397450962541764609,Monks From Yangon protest against Military Dictatorship peacefully by raising three fingers salute.… https://t.co/IR9QYDEU0V
1397448095349104640,RT @ppkx26: Protesters sprayed red paints which symbolize the blood strike today against the Non-CDM teachers at No. (4) Basic Education Mi…
1397447408586428420,"RT @nslwin: SALIN, Magway Region:

DAW KHIN MAR CHO was shot dead by SAC Terrorist Group on May 25 evening. People from Taw Saint village s…"
1397445328467480576,"Motorcycles strike by residents in Kyaukme, northern Shan State, marched to against the  Military Dictator(#MAL).… https://t.co/Hoar6VWzHi"
1397445113186439169,"RT @nslwin: KANI, Sagaing Region

As SAC Terrorist Group is raiding the villages, looting properties &amp; torturing the people, more than 10,0…"
1397442663121448961,"RT @Eunna_Berry: The morning situation of Sat Taw Kon School in Indaw Township, Sagaing after burnt down last night.
#May26Coup #AuspiceRef…"
1397441377810599943,RT @spring21MM: At least 5 youths including girls who were singing songs and collecting donation money for refugees at Muse Myoma market we…
1397440711658668037,"RT @rinfujimatsu: Hideo Watanabe of Japan-Myanmar Association who wrote in @Diplomat_APAC professing Japan to be ""bridge"" between #Myanmar…"
1397439146885455873,"RT @klara100699: @Daniel78037553 An anonymous member from Teachers Association reported that till May22 a total of 125,900 teachers were te…"
1397438202911158280,"Anti-military protests in the Belgium, Germany, England, United States of America, Australia, New Zealand, Canada,… https://t.co/XsIT7tWL0R"
1397438066143350786,"RT @POETHETHTAR2: In Shwepyithar Township, Yangon, Terrorists (Myanmar security forces) shot dead a motorcyclist and took his dead body awa…"
1397435996870877186,Youths from South Oakkalapa marched in Guerilla Style during the rain to overthrow the Dictator(#MAL).… https://t.co/mfr7WAv3Zo
1397434049363267584,"Anti-Military Guerilla Strike by Residents in #HlaingTharYar Tsp,Yangon. 
""We don't pay Meter bills""
""We don't use… https://t.co/tC1ovsQt5B"
1397433091774287876,"RT @Eunna_Berry: Protest against slavery education under the dictatorship both marching and Motorcycle Strike in Tangse, Sagaing.
#May26Cou…"
1397432068368306176,"RT @POETHETHTAR2: Students &amp; Residents of Tangse, Sagaing Region staged a rally to protest against the military slavery education system.…"
1397431921412427777,Five Civilans who are collecting funds to help refugees were abducted by Military Terroists at around 10am this mor… https://t.co/fGY3JXMHgq
1397430835750477824,"RT @shafiur: MIN AUNG HLAING REJECTS ROHINGYA 

After sending  letter to #Bangladesh offering solution to #Rohingya crisis, MAL has changed…"
1397430826241957894,"#AuspiceRefugees
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/Wxho7OgeZN"
1397429949858861059,"#AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/REAR7vZ4cQ"
1397429841566179328,"RT @BurmaRvl: May 26 Silent and silent strike by youths in #Tangse Township, Shwebo District, Sagaing Region.
#WhatsHappeningInMyanmar 
#Ma…"
1397429595284992004,"Anti-Coup Motorcycle Marching strike by residents in Paung,Mon State despite rain. 
#WhatsHappeningInMyanmar… https://t.co/8BRlwag35S"
1397423942969614337,"RT @nytimes: More than 30 poets have been imprisoned, and at least four have been killed, since the army seized control in Myanmar.

Politi…"
1397422667825696770,"Anti-Military strike by residents in northern part of SalinGyi Tsp and eastern part of Yinmarpin Tsp,Sagaing Region… https://t.co/tVOOMWlarg"
1397421610076819456,"RT @ppkx26: Students from Khoma Village and Hwsai Village, Tarmakhan Myothit, Hpakant Township called for a boycott of military slavery edu…"
1397421265929990147,"Strike against Military Dictatorship by residents in Mandalay. 
#WhatsHappeningInMyanmar
#May26Coup
 https://t.co/f7mzp2ui6D"
1397421034307866626,"RT @sfys_nn: U Tin Tun, the owner of the Teashop in #Dawei, where the pre-democracry protesters held a ""Tea Strike"" on May 25 to protest ag…"
1397419334167797762,Military Terroists shot one civilian riding motorcycle to Death and dragged away the body near Myinyle Gate Bus-sto… https://t.co/nVXrAVkNLH
1397418322275147782,"RT @Eunna_Berry: Strike that against the military slavery education by students in a village in the eastern part of Myaing Township.
#May26…"
1397415540566609923,"RT @Eunna_Berry: People from Southern Part of #Dawei marched under the rain to protest against the military dictatorship !!
#May26Coup #Aus…"
1397415517200125953,"RT @shafiur: #May26Coup 

73 CHILDREN EXECUTED 

Ministry of Human Rights of @NUGMyanmar release report detailing deaths of 63 boys, 9 girl…"
1397413757475725320,"Students and residents in Tamakhan Myothit, Hpakant Tsp peacefully marched to against the Military Dictatorship &amp; M… https://t.co/M52gn34wak"
1397413529217503232,"RT @POETHETHTAR2: Students in Tamakhan Myothit, Hpakant Tsp peacefully marched to protest against the military dictatorship &amp; military slav…"
1397413487840620548,RT @Eunna_Berry: Daw Khin Mar Cho who was shot in the head by terrorists on May 25 because she participated in protest against military sla…
1397410582630862854,"Farmers Strike against MAL's Terroists Council(#SAC) by residents in Zeekone,KantBalu Tsp.… https://t.co/FBTzO5uLlB"
1397409483257651207,"RT @spring21MM: Tw\\ gunshots,blood
Video footage of  Karenni People's Defense Forces rescuing civilians who were shot by Military terroris…"
1397409375782768643,"RT @POETHETHTAR2: Terrorists raided into the Taw Seint village, Salin Township, Magway Region on the night of May 25. A woman was killed &amp;…"
1397409218714505220,"@TheingiThan6 #AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup"
1397409187118739459,"@LinLinMaw9 #AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup"
1397409168881975301,"@tweety_kkoo #AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup"
1397409146970935301,"@Kyalminkhant #AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup"
1397409122383847425,"@lawoonjuly #AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup"
1397409109528309765,"@Thiri59057719 #AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup"
1397408593071144963,#Mandalay Sangha Union took to streets to protest against the Dictatorship peacefully as 106th Day of Strike.… https://t.co/cPZiYecbl0
1397404529121849347,"RT @Eunna_Berry: Spray-painted strike on walls of High School by students from Taung Mae Thin Village,Pinlaung Township. 
#May26Coup #Auspi…"
1397403816866107394,"#AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/PLCmRltS0M"
1397403575148441601,"RT @TheInsights_Ti: From Feb 15th to May 15th, 73 children under 18 were killed(63 boys and 9 girls). Some were killed while house raid and…"
1397402311190671365,"RT @Eunna_Berry: Almost 10000 residents from about 35 villages in #Kani, Sagaing, are fleeing into the forest because terrorists keeps on a…"
1397402301229240323,"#AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/H9wCqVfrKV"
1397401243589378049,"RT @rosse_kay: Primary Students in Soun Chaung ‌ village, Yin Mar Pin Township protest to oppose the military dictatorship today.

#May26Co…"
1397400833726193669,"Anti-Military Slavery Education movement by residents in Gantgaw.
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/cacp38rjq1"
1397399759262871555,"U Tin Tun,the owner of Tea shop in Dawei was abducted by Military Terroists.Tea Shop Strike against Military Dicato… https://t.co/at98AYz693"
1397398701795020807,"#AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/xNq9IcnG1b"
1397397957045985287,"RT @POETHETHTAR2: Despite the rain, locals in Waidi village, Long Lone Tsp staged a rally to overthrow the military dictator. 

#May26Coup…"
1397396471645818882,"RT @mrattphyo12: In Kany Township, more than 10,000 people are fleeing from 35 villages as the military forces carry out arrests and killin…"
1397395947303301121,Domestic Strike against Military Slavery Education System by students from MyitKyiNa Science Agricultural Institute… https://t.co/zHEhtfT3QC
1397393970569781257,"RT @spring21MM: (1/2)
On May 25 in #Kani Tsp, Sagaing, During fighting broke out between Military terrorist &amp; #PeopleDefenceForce , 
-One m…"
1397392208391667712,"#AuspiceRefugees 
#WhatsHappeningInMyanmar 
#May26Coup https://t.co/hEec7yX8SX"
1397391492855963653,"RT @POETHETHTAR2: An anti-military protest was staged in Nyin Maw village, Laung Lone Township.

#May26Coup
#AuspiceRefugees
#WhatsHappenin…"
1397390503121805313,"RT @POETHETHTAR2: Coalition of various strike groups from Mandalay march early morning to protest against military dictatorship. 
#May26Cou…"
1397390453083836417,"People are protesting everywhere around the country in all possible ways. 
#AuspiceRefugees… https://t.co/CcGWrXgwgo"
1397390168143790080,"RT @POETHETHTAR2: ""Bloody Strike"" Campaign in Eindu village, Hpa-an Tsp!

#May26Coup
#AuspiceRefugees
#WhatsHappeningInMyanmar https://t.co…"
1397389982172475393,"Residents  In Pauktaw village,YayOo Tsp marched against the Military Regime this morning.
#WhatsHappeningInMyanmar… https://t.co/LvCiKmxij1"
1397389427563909121,"RT @StefiYoung: Students against the Military Slavery Education System with red painted demonstration at B.E.H.S(#Eindu), #Hpa_an township.…"
1397384812621565954,"Strike against Military Slavery Education by residents in Kayar village,PhaungPyin Tsp,Mawlite district,Sagaing Reg… https://t.co/bM71dbuDTr"
1397384007084482560,"RT @rosse_kay: On this morning, a paper strike in opposition of military dictatorship by young people in Namati, Kachin State.
#May26Coup
#…"
1397383790608015366,"#AuspiceRefugees 
#May26Coup https://t.co/KNXATn1Et3"
1397380738824085511,"To avoid crackdown by Military Terroists, protesters on motorcycles appeared from different places of Pyapon, Ayeya… https://t.co/mUw972IKO6"
1397380149004279814,"A flash tea shop strike in Yangon.
People are protesting everywhere around the country in all possible ways.… https://t.co/ez4iFS2JTh"
1397379674443976709,"RT @Lucid_Dream1: At Pinlaung,Southern Shan State; residents held anti-military slavery education strike. 
#WhatsHappeningInMyanmar #May26C…"
1397377322798358529,"RT @hannayuri_twt: An anti-military protest took place on May 26 in Maungmakan village, Launglone Township,Dawei District, in Tanintharyi D…"
1397377176048050176,"Marching Strike by the residents of Kale, Sagaing against Military Dictatorship. #WhatsHappeningInMyanmar… https://t.co/DfQwtRzmP7"
1397376869012443137,"RT @Byun_Sori6104: Coalition of Mandalay General Strikes march and rally against the Junta Dictatorship!!!

#May26Coup #WhatsHappeningInMya…"
1397376437359837187,"Residents of MoeGaung,Kachin State
march to against Military Dictator(#MAL) everyday. 
#WhatsHappeningInMyanmar… https://t.co/teHMUnfkQT"
1397375827659001859,"Mandalay Coalition Strike marched early morning to overthrow the Military Dictatorship.
#AuspiceRefugees… https://t.co/p3ZQ516sHD"
1397242316537139204,"RT @Eunna_Berry: Tw // fire
Tonight, a fire broke out at Sattawkon School in Indaw Township. The fire start at 10:30pm and is still burning…"
1397230639670247427,"RT @listenupmyanmar: TW// SEXUAL VIOLENCE

Burned by cigarettes, slashed with knives, tortured, assaulted, raped, and mercilessly held as s…"
1397230583974137865,"RT @Griffin_Spiegel: Junta terrorists forcibly abducted a girl in a photo at the Soe Yadanar Gold and jewelry Shop in #Hopin tonight, and c…"
1397230555394199556,"RT @nslwin: HPA-KANT, Kachin State:

SAC Terrorist Group abducted KO ZAW WIN MAUNG, freelance journalist &amp; former NLD information dept memb…"
1397228588215177222,"RT @MthuddarG: Situation in #KayahState has gotten worse   A local sent messages to a friend ""We are gonna die  #Kayah condition is not goo…"
1397223414667042827,"RT @ppkx26: Residents in Lankadipa village, Ngan Zun Township, Mandalay Region staged a night strike against military slave education syste…"
1397222993458307077,"In Kayah !! DawTama, eight young people who donated blood have been abducted by Military Terroists.
Speak out Plz!!… https://t.co/ohIjTKdGyF"
1397217989959823362,"RT @NaingSitThway: A 106th Day praying service ceremony #People from #Wuntho, #Sagaing Region regularly hold by chanting ""24 Patthana"" 

#M…"
1397217954547343375,"RT @Eunna_Berry: Night protest in Kale, we praying for those who gave their lives during their fights against the military terrorists.We ne…"
1397217372600156166,"RT @aapp_burma: AAPP DAILY UPDATE (25/05)

827 killed by this junta

5421 total arrested since coup

4313 currently detained/sentenced

186…"
1397216256193880075,"RT @Eunna_Berry: ""Turning off Light” to protest against the military dictatorship in Shwepyithar.
#DeclineSACEdu #May25Coup
#WhatsHappening…"
1397216160643493896,"RT @Surinalucy: A rally in support of the People's Security and Defense Force (PSD-Army) was held in Hsipaw on the night of May 25.
#WhatsH…"
1397215943701540867,Monks from Masoeyein and MoeGaung Monastery staged a prayer service strike to pray for Peace and Freedom of Myanmar… https://t.co/XHklbO7Dvw
1397209861881012228,"RT @nslwin: MA HTET HTET WAI, 2nd year student at Pakokku Nursery &amp; Midwifery Training School, Magway Region, lives in Yenangyaung, was abd…"
1397208907542634512,"In Lin Yin Ywa Thit Village, Military  Terrorists tried to abduct Sayadaw U Nanda from Maha Shwebon Thar Monastery… https://t.co/e7wj7Iin4e"
1397207157846822917,"RT @nslwin: KARENNI (Kayah) State:

Tens of thousands of refugees are in the jungle. Children and some pregnant mothers are sick. 

Food, m…"
1397206211435671563,"Anti-military Night  protest and prayer service by residents in Shwe Kyin Village, Monywa Tsp tonight.… https://t.co/qp7cFvH5ie"
1397197890204880900,"The daily Prayer Strike  by the monks in Sataung, was continued tonight prayed for peace and freedom of Myanmar.… https://t.co/jUG2YMICvr"
1397197373319827460,"RT @nslwin: KHIN-U, Shwebo District, Sagaing Region:

SAC Terrorist Group abducted 5 villagers from Thanbo village today afternoon. Some of…"
1397196674653634577,"RT @pinkpinkypnk: Opposing military regime night strike in Haungpa, Hpakant against the military dictatorship tonight.
#WhatsHappeningInMya…"
1397196603648270343,"RT @SaveMM99: Massive force of Terrorists (SAC) Abducted at least 5 innocent civilians from Than Bo Village,#KhinOo,#Sagaing at around 2PM…"
1397194525324500996,"RT @nslwin: PATHEIN, Ayeyarwady Region:

SAC Terrorist Group went to Barani tea shop on Ohnmar Dante 3rd Street to abduct a young man but t…"
1397194437797761037,"RT @POETHETHTAR2: People in the eastern part of Depayin Township staged a night protest to overthrow the military dictator. 

#DeclineSACEd…"
1397194395494064129,"RT @Eunna_Berry: Night protest took place as residents of Eastern Part of Depayin marched on the street to protest against dictatorship.
#D…"
1397193147286003722,"Daily night strike was successfully held in Pyigyidagon tsp, Mandalay region. 
#DeclineSACEdu… https://t.co/PJhQqj9K1j"
1397192968260444164,"#WhatsHappeningInMyanmar 
#May25Coup https://t.co/985MCAvIyW"
1397192551887740933,"RT @Eunna_Berry: 'Washing with military-owned product ""Beer"" on foot' strike by youths from Aung Myay Thar San Township.
#DeclineSACEdu #Ma…"
1397192538193285133,"RT @Eunna_Berry: Peaceful walking night strike against the dictatorship in Moekaung, Kachin State.
#DeclineSACEdu #May25Coup
#WhatsHappenin…"
1397192265920139264,RT @hninyadanazaw: Kayah: Clashes b/w Myanmar army and KPDF are escalating in Kayah state. According to local media reports electricity and…
1397192090321408017,"Youths from #AungMyayTharSan staged a strike to boycott Myanmar Beer owned by Military.
#WhatsHappeningInMyanmar… https://t.co/ZvQKqUtH98"
1397189336697872389,"RT @POETHETHTAR2: Peaceful night strike in #YeOo Tsp!
#DeclineSACEdu
#May25Coup
#WhatsHappeningInMyanmar https://t.co/UBfPnnwOMJ"
1397189286655631370,"@MawMaw24666127 #WhatsHappeningInMyanmar 
#May25Coup 
#DeclineSACEdu"
1397189265889562626,"@Theint23137602 #WhatsHappeningInMyanmar 
#May25Coup 
#DeclineSACEdu"
1397186624983867396,"#CandleLightStrike by residents in YayOo against Military Regime.
#WhatsHappeningInMyanmar 
#May25Coup https://t.co/tcNpdxCPKA"
1397179869176295431,"RT @POETHETHTAR2: Candlelight night strike by banging pots and pans in Kayinchaung village,Seikmu Tract, Hpakant Tsp. 

#DeclineSACEdu
#May…"
1397179617123790852,"Despite the bomb blasts in Hpakant recently, Mashikahtaung Night Strike continued against the Dictatorship tonight.… https://t.co/X3n5CUcDGE"
1397178836551229449,"RT @Sittthiha9: At around 4:30 pm on May 25 in Chaungzon Township, Junta terrorists abducted Daw Nwe Ni Aung, ‌a mother of a newborn baby a…"
1397178513279524864,"Residents in ChanMyaTharSi,Mandalay staged ""Kasone Festival"" today. 
#WhatsHappeningInMyanmar
#May25Coup https://t.co/SDHhX95fdt"
1397176100162203661,"RT @Eunna_Berry: Anti-coup Strike in Moe Kyo Pyin village in Letpadaung celebrated the Full Moon Day of Kason on Tuesday, a day of religiou…"
1397174863224197123,"Anti-Military Movement by youths from MyayNiGone,Yangon. 
#WhatsHappeningInMyanmar 
#May25Coup https://t.co/4Urir1bzdu"
1397173742116114435,"Gen Alpha in WineMaw,Kachin State staged domestic strike against Military Slavery Education.
#DeclineSACEdu… https://t.co/L8gRZfgVqa"
1397171403607011328,"PNO and MAL's Terroists Groups are arresting everyone they saw in Shan-Kayah border Loi Ngu Village, near HteeSaekh… https://t.co/ivf2QyJOwy"
1397165666587664395,"RT @POETHETHTAR2: Stay_At_Home strike in Thaketa Township!

#DeclineSACEdu
#May25Coup
#WhatsHappeningInMyanmar https://t.co/lpyGJy90mO"
1397161913801347072,"RT @POETHETHTAR2: Monks from #Mandalay regularly marched against the Military dictatorship and prayed for the peace in Myanmar. 

#DeclineS…"
1397161890401308675,"RT @POETHETHTAR2: Young people in Mingaladon Township protest against the coup regime on the evening of the full moon day of Kason. 

#Decl…"
1397161555146412037,"Anti-Military  movements held in Sunlun Ward, Myingyan Township today. 
#WhatsHappeningInMyanmar
#May25Coup https://t.co/Q6WHWqFo0x"
1397160720341426176,"Tw// graphic 
An explosion occurred on Waizayandar Road (near Aung Yadanar Hospital), Thingangyun Township, Yangon.… https://t.co/VdmdCdGMdw"
1397154192901349377,"RT @POETHETHTAR2: The full moon of Kason, Depayin youths staged a Burmese flower strike and a crane strike as a symbol of peace. 

#Decline…"
1397152757245566980,Strike against Military-Dictatorship was staged by youths from SanChaung at KoeHtatKyee Pagoda on the full moon day… https://t.co/zwKRN7W4M1
1397152580854190080,"RT @MilkTeaMM_MTAM: TW : Blood
At around 4 pm on May 25, Junta terrorists unwarrantedly stormed the backyard of a house in Daw Po Si villag…"
1397151856023928845,"RT @nslwin: 3 SIBLINGS ABDUCTED

WAI YAN MOE MYINT, Final year, SITHU MOE MYINT, 5th year —both EI major students at MAEU &amp; CHERRY MOE MYIN…"
1397143783515381761,"RT @pinkpinkypnk: The Mandalay TaKaTa staged an anti-military protest on May 25 near Mya Leik Taung in Mandalay Division.
#WhatsHappeningIn…"
1397141810405777408,RT @IrrawaddyNews: Locals and students in #Mandalay’s Chanmyathazi Township took to the streets against the military regime on Tuesday. (Ph…
1397138969440051205,"RT @MilkTeaMM_MTAM: On the evening of May 24, Ko Thet Tin Aung Ko, Secretary of Arts and Sciences of the All Burma Federation of Students'…"
1397138718658416642,"RT @POETHETHTAR2: Students, teachers &amp; parents in Thayetchaung Tsp staged a rally to protest against the military slavery education. 

#Dec…"
1397137375600406532,"RT @2021Revtweets: Paper strike saying 'we don't want military slavery education' by youths from Pyinoolwin, #Mandalay.
#May25Coup 
#WhatsH…"
1397136159176740870,"RT @Eunna_Berry: Coalition Strike in Mandalay including local people and young activists joined the strike to throw out the dictatorship.
#…"
1397134839292174338,"RT @shafiur: #May25Coup Daw Nang Kha Ward, Demoso

SAC HEAVY ARTILLERY DESTROYS TWO HOMES

#WhatsHappeningInMyanmar #PeopleDefenceForce #My…"
1397134822988910594,"RT @sfys_nn: 1/2
Because of the heavy rain in #Mindat, the refugees, between 10K-15K, who had fled into the forest to avoid the terrorism o…"
1397132205118296068,"In #Mandalay,Famous MyaTaung Strike and AungPinLal Strike marched to overthrow the Dictator(#MAL).… https://t.co/AvFcTdme8n"
1397128140980322305,"Strike was held by placing placards against Military Dictatorship, Military Slavery Education and  PNO armed group… https://t.co/kiDDJND7F6"
1397127354405638145,"RT @POETHETHTAR2: Locals in Muse protested against the Military Coup &amp; demonstrated support for Kayah State. 

#DeclineSACEdu
#May25Coup
#W…"
1397127295773466624,"RT @MilkTeaMM_MTAM: On May 24, Junta terrorists abducted three philanthropists, Ko Chit Htwe, Ko Nyunt and Ko Win Kyaw Soe, in Warkham, #Ay…"
1397126322820771846,"#WhatsHappeningInMyanmar 
#May25Coup https://t.co/Z4IkiNsNqD"
1397126233104609285,"RT @Eunna_Berry: #Muse Main Strike continues protest today against the military dictatorship. We Never Give Up !!
#DeclineSACEdu #May25Coup…"
1397126207359963136,"RT @nslwin: Residents from PEKON, Southern Shan State fled from their homes to escape brutality of SAC Terrorist Group and are now in the j…"
1397126197528592384,"RT @Eunna_Berry: Opposition to military slavery education system by Myitkyina University Students.
#DeclineSACEdu #May25Coup
#WhatsHappenin…"
1397125849061552130,"In Ho Pone,photos of military terrorists leaders were posted on the women's underwear to overthrow the dictatorship… https://t.co/gvWks0wTUo"
1397125749719457792,"RT @Eunna_Berry: Peaceful protestors in Bagan,an ancient city and a UNESCO World Heritage Site of Myanmar.We will never surrender to the mi…"
1397125683793469443,"RT @Eunna_Berry: People in Kachin State protest for the complete demolition of all dam projects on the Myitsone,May Kha, Malikha, Ngawchan…"
1397125638939504641,"RT @nslwin: A helicopter flying over LOIKAW &amp; DEMOSO, Karenni (Kayah) State at 10am today.

#May25Coup #WhatsHappeningInMyanmar #MilkTeaAll…"
1397125590537310214,"#WhatsHappeningInMyanmar 
#May25Coup https://t.co/SJFa2GeuSq"
1397125481518931971,"RT @Eunna_Berry: Civilians's houses were destroyed due to the military terrorists fired artillery shells at Demoso, Kayah State.
#DeclineSA…"
1397094842677694465,"RT @klatpri: Today, young people in Pyapon, staged a guerrilla motorcycle strike in a market. #DeclineSACEdu  #WhatsHappeningInMyanmar #Mil…"
1397092712134844418,"RT @maria_n_kir4: Indoor Strike of Generation Z Youths from #Pakokku , and hold the banner “ REJECT MILITARY COUP ” and “ School Lessons ca…"
1397090980419960834,"RT @shafiur: #May25Coup Myotha Ward, Kalay

DEATH IN DETENTION

Ko Min Min, owner of a motorcycle repair shop, was abducted by SAC on after…"
1397090492169342977,"Main Strike of NyaungOo,Mandalay Region marched to overthrow the Dictator(#MAL). 
#WhatsHappeningInMyanmar… https://t.co/Pindh61FKo"
1397089595817226240,"Residents marched to against Military Dicatorship in Namkhan,Shan State. 
#WhatsHappeningInMyanmar 
#May25Coup https://t.co/RfeAU7vABG"
1397084992941924355,"Happened around 12:52 PM today,
A bomb exploded at Thingangyun (A) Ward, Zeya Thuka Road on May 25. Local says ""one… https://t.co/Gs6hpzRDrX"
1397084675709935616,"RT @Eunna_Berry: Thousands of students in Sone Chaung Village, Yinmarpin Township marched against the slavery education under the military…"
1397081012291600394,PDF #Mindat confirmed that Military Terroists used Chemical weapons during  the battles between PDF and them.… https://t.co/5nauVcnRYO
1397077133739003904,"@Theint23137602 #DeclineSACEdu 
#WhatsHappeningInMyanmar
#May25Coup"
1397077111341387784,"@Thiri59057719 #DeclineSACEdu 
#WhatsHappeningInMyanmar
#May25Coup"
1397075651111260160,"#WhatsHappeningInMyanmar 
#May25Coup https://t.co/OrojeavkGS"
1397075513127038977,"RT @2021Revtweets: In Hopin, Kachin, the damage of WatKone bridge can be seen in footage this morning.
#May25Coup 
#WhatsHappeningInMyanmar…"
1397075234180632582,"RT @POETHETHTAR2: An anti-military tea shop strike at a tea shop in #Dawei.

#DeclineSACEdu
#May25Coup
#WhatsHappeningInMyanmar https://t.c…"
1397074679400058885,Anti-Military domestic strike by Dawei Youths.    #WhatsHappeningInMyanmar  #May25Coup https://t.co/3sBQEc2fQu
1397073967408504841,"Residents from Monywa protested at the Kyaukka Shwe Guni Pagoda in Monywa on the full moon day of Kasone, praying f… https://t.co/JE2ixTIreR"
1397073002462736385,"RT @Eunna_Berry: Powerful strike from various townships in Yangon marched to protest against the coup and showed encouraging message""Stay s…"
1397072816793559043,"RT @Eunna_Berry: In Kanpauk District,Yayphyu Tsp, Dawei, Gen yz youths are protesting at home. Terrorists Junta must be defeated !!
#Declin…"
1397072103208194049,"#WhatsHappeningInMyanmar 
#May25Coup https://t.co/i6jdOMSN6Q"
1397072038351699968,RT @POETHETHTAR2: The military council has deleted the letters at No (2) Namtu High School stating that it does not want a military slave e…
1397072022690144257,"RT @POETHETHTAR2: Ko Min Min who is from the ""Seint Htar Man Daing"" motorcycle repair shop, Myo Thar Ward Near Nangkalin Bridge in Kale Tow…"
